id,scheduled,duration_TM,waitingTime_TM,timeLoss_TM,routeLength_TM,departDelay_TM,rerouteNo_TM,duration_RL,waitingTime_RL,timeLoss_RL,routeLength_RL,departDelay_RL,rerouteNo_RL
veh10220,3391.0,577.0,390.0,476.52,1245.88,0.0,3.0,392.0,215.0,291.03,1245.88,0.0,1.0
veh10221,3391.0,710.0,461.0,572.56,1724.7,245.0,7.0,3203.0,2575.0,2874.58,2226.45,9.0,13.0
veh10222,3391.0,599.0,380.0,491.27,1426.68,248.0,5.0,296.0,175.0,225.88,938.68,12.0,1.0
veh10223,3392.0,730.0,477.0,575.38,1822.66,0.0,5.0,608.0,385.0,456.07,1757.83,9.0,3.0
veh10225,3392.0,579.0,331.0,421.87,2016.72,2.0,4.0,387.0,229.0,271.48,1499.57,0.0,3.0
veh10226,3393.0,1231.0,912.0,1100.3,1793.05,247.0,6.0,1103.0,926.0,1010.01,1258.6,11.0,3.0
veh10227,3393.0,547.0,243.0,339.09,2585.33,0.0,3.0,541.0,278.0,333.57,2593.32,0.0,1.0
veh10228,3393.0,99.0,30.0,47.15,718.29,44.0,1.0,450.0,304.0,358.01,1262.73,0.0,1.0
veh10229,3394.0,316.0,212.0,245.31,962.36,13.0,1.0,151.0,61.0,80.6,962.36,0.0,1.0
veh1023,339.0,394.0,222.0,296.49,1222.32,23.0,2.0,320.0,179.0,222.16,1221.85,24.0,1.0
veh10230,3394.0,170.0,76.0,98.92,978.33,0.0,1.0,385.0,241.0,274.13,1514.28,0.0,2.0
veh10231,3394.0,602.0,407.0,510.88,1247.55,0.0,4.0,711.0,479.0,583.47,1725.26,0.0,3.0
veh10232,3395.0,992.0,763.0,920.6,966.77,35.0,4.0,724.0,552.0,654.31,919.44,66.0,3.0
veh10234,3395.0,1163.0,844.0,1021.68,1763.06,851.0,7.0,980.0,745.0,879.22,1282.08,1742.0,5.0
veh10235,3396.0,365.0,149.0,208.79,2054.84,2.0,2.0,238.0,124.0,165.89,938.82,0.0,1.0
veh10236,3396.0,400.0,248.0,328.97,974.75,0.0,1.0,591.0,397.0,482.34,1478.17,0.0,2.0
veh10237,3396.0,279.0,130.0,188.02,1243.48,0.0,1.0,173.0,39.0,81.47,1243.48,0.0,1.0
veh10238,3397.0,1236.0,880.0,1049.66,2345.48,20.0,12.0,1095.0,800.0,953.25,1765.19,0.0,8.0
veh10239,3397.0,973.0,763.0,881.74,1243.56,62.0,5.0,510.0,268.0,377.86,1807.26,0.0,1.0
veh1024,339.0,133.0,81.0,101.26,437.53,0.0,1.0,37.0,0.0,4.93,437.53,7.0,1.0
veh10240,3397.0,533.0,321.0,441.42,1258.25,87.0,5.0,160.0,41.0,68.31,1258.25,0.0,1.0
veh10241,3398.0,550.0,276.0,379.49,2336.15,72.0,2.0,368.0,182.0,238.92,1769.82,1.0,1.0
veh10242,3398.0,1160.0,902.0,1048.79,1537.56,33.0,11.0,580.0,384.0,470.99,1477.64,66.0,4.0
veh10244,3399.0,912.0,541.0,746.75,2210.48,0.0,5.0,173.0,32.0,83.84,1198.26,0.0,1.0
veh10245,3399.0,259.0,144.0,203.78,695.9,84.0,3.0,134.0,52.0,79.14,695.9,3.0,1.0
veh10246,3399.0,208.0,80.0,118.64,1213.64,0.0,1.0,178.0,70.0,88.7,1213.64,0.0,1.0
veh10247,3400.0,584.0,330.0,448.03,1753.76,4.0,3.0,396.0,184.0,258.78,1777.51,0.0,3.0
veh10248,3400.0,267.0,155.0,199.46,916.06,85.0,1.0,201.0,101.0,131.07,963.81,6.0,2.0
veh1025,340.0,342.0,153.0,210.83,1784.35,0.0,1.0,331.0,166.0,200.02,1792.48,0.0,1.0
veh10250,3401.0,1652.0,1277.0,1481.02,1167.98,123.0,11.0,3050.0,2636.0,2919.3,1779.29,66.0,29.0
veh10251,3401.0,605.0,399.0,493.89,1532.94,92.0,6.0,237.0,85.0,125.37,1537.01,8.0,2.0
veh10252,3401.0,154.0,79.0,98.4,693.86,63.0,1.0,218.0,127.0,162.87,693.86,1.0,1.0
veh10253,3402.0,97.0,55.0,66.33,413.16,0.0,1.0,78.0,34.0,47.58,413.16,9.0,1.0
veh10254,3402.0,355.0,165.0,218.88,1743.85,99.0,1.0,310.0,183.0,216.06,1194.64,9.0,3.0
veh10255,3402.0,1875.0,1232.0,1557.42,4186.83,92.0,22.0,535.0,266.0,340.25,2564.67,9.0,2.0
veh10256,3403.0,618.0,408.0,485.76,1768.94,0.0,2.0,299.0,159.0,205.62,1256.22,19.0,1.0
veh10257,3403.0,770.0,533.0,650.11,1426.68,242.0,5.0,296.0,166.0,218.57,938.68,4.0,1.0
veh10258,3403.0,485.0,314.0,392.42,1281.73,0.0,6.0,511.0,338.0,422.45,1182.82,0.0,3.0
veh1026,340.0,160.0,64.0,87.98,999.81,0.0,1.0,205.0,109.0,134.86,938.68,4.0,1.0
veh10260,3404.0,586.0,307.0,438.22,2025.66,0.0,4.0,379.0,204.0,270.97,1486.09,19.0,2.0
veh10261,3404.0,576.0,363.0,465.91,1502.15,41.0,2.0,410.0,248.0,300.3,1500.8,0.0,2.0
veh10262,3405.0,1698.0,1264.0,1503.51,2626.58,1108.0,11.0,1330.0,954.0,1175.03,2079.27,1239.0,9.0
veh10263,3405.0,383.0,227.0,311.61,971.67,1576.0,1.0,241.0,122.0,169.96,971.67,1.0,1.0
veh10264,3405.0,602.0,262.0,375.3,3094.49,2.0,3.0,493.0,307.0,381.44,1522.76,4.0,2.0
veh10265,3406.0,1874.0,1543.0,1700.08,2406.58,0.0,18.0,1525.0,1295.0,1437.04,1181.85,193.0,11.0
veh10266,3406.0,2028.0,1641.0,1850.08,2103.02,3.0,12.0,2115.0,1793.0,1990.12,1488.24,194.0,14.0
veh10267,3406.0,483.0,342.0,412.12,976.28,0.0,2.0,204.0,103.0,132.97,976.04,3.0,1.0
veh1027,340.0,255.0,95.0,131.28,1539.64,1.0,1.0,332.0,162.0,208.26,1537.01,1.0,1.0
veh10270,3407.0,687.0,438.0,529.1,1772.48,3.0,3.0,342.0,182.0,232.36,1220.45,3.0,1.0
veh10271,3408.0,305.0,165.0,215.54,1213.64,0.0,1.0,259.0,140.0,169.46,1213.64,1.0,1.0
veh10272,3408.0,591.0,344.0,461.48,1771.32,3.0,3.0,526.0,349.0,396.51,1755.29,2.0,1.0
veh10274,3409.0,213.0,115.0,143.91,938.47,5.0,1.0,144.0,52.0,74.89,938.47,5.0,1.0
veh10275,3409.0,2614.0,2152.0,2406.73,2666.73,3.0,24.0,1834.0,1534.0,1717.25,1463.73,194.0,9.0
veh10276,3409.0,708.0,444.0,574.9,1473.76,35.0,3.0,431.0,218.0,293.54,1559.35,0.0,2.0
veh10277,3410.0,919.0,620.0,777.97,1850.24,37.0,9.0,456.0,271.0,320.06,1726.36,0.0,3.0
veh10278,3410.0,751.0,494.0,600.56,2054.77,1.0,4.0,369.0,198.0,259.11,1480.7,0.0,2.0
veh10279,3410.0,1391.0,1016.0,1224.67,1989.57,1574.0,8.0,386.0,244.0,307.39,947.38,7.0,1.0
veh1028,341.0,244.0,143.0,171.06,962.68,0.0,1.0,78.0,36.0,46.75,411.56,8.0,1.0
veh10281,3411.0,495.0,256.0,361.98,1775.44,0.0,1.0,1031.0,701.0,860.48,2257.83,257.0,5.0
veh10282,3411.0,643.0,476.0,572.23,973.86,1747.0,2.0,943.0,736.0,872.92,950.39,1197.0,3.0
veh10285,3412.0,1009.0,619.0,820.46,2563.89,3.0,4.0,1769.0,1340.0,1618.76,2056.55,921.0,13.0
veh10286,3413.0,1292.0,921.0,1158.81,1849.5,4.0,8.0,1062.0,769.0,929.03,1827.31,23.0,5.0
veh10287,3413.0,315.0,130.0,194.47,1520.32,0.0,4.0,287.0,118.0,167.17,1516.66,0.0,1.0
veh10288,3413.0,1185.0,853.0,1055.56,1778.68,69.0,6.0,259.0,79.0,130.2,1766.56,0.0,1.0
veh10289,3414.0,644.0,473.0,573.91,937.86,1747.0,3.0,825.0,627.0,754.0,975.85,1265.0,5.0
veh1029,341.0,177.0,93.0,125.43,695.9,16.0,1.0,251.0,127.0,158.74,1242.4,5.0,2.0
veh10290,3414.0,394.0,261.0,301.54,1205.92,0.0,1.0,429.0,250.0,295.27,1755.34,1.0,1.0
veh10291,3414.0,280.0,181.0,229.64,694.68,9.0,1.0,264.0,170.0,213.52,694.68,22.0,1.0
veh10292,3415.0,3175.0,2663.0,3022.98,2099.31,0.0,31.0,1612.0,1348.0,1502.45,1498.26,190.0,14.0
veh10293,3415.0,296.0,174.0,221.03,948.98,5.0,1.0,304.0,184.0,229.36,948.98,8.0,1.0
veh10294,3415.0,827.0,546.0,715.05,1522.62,117.0,5.0,206.0,53.0,95.81,1510.5,1.0,1.0
veh10295,3416.0,498.0,272.0,349.5,2035.3,0.0,1.0,383.0,204.0,274.25,1476.74,0.0,5.0
veh10296,3416.0,387.0,187.0,275.99,1516.25,0.0,2.0,271.0,127.0,159.25,1529.89,0.0,2.0
veh10297,3416.0,1952.0,1471.0,1732.69,2898.05,1764.0,15.0,1314.0,1023.0,1177.79,1773.92,948.0,15.0
veh10298,3417.0,610.0,340.0,477.65,1778.42,1120.0,3.0,342.0,125.0,209.29,1778.42,1297.0,3.0
veh10299,3417.0,504.0,255.0,375.01,1769.6,46.0,5.0,455.0,270.0,364.83,1230.03,22.0,2.0
veh103,34.0,480.0,335.0,386.49,1196.61,0.0,1.0,191.0,60.0,98.0,1196.61,0.0,1.0
veh1030,341.0,592.0,348.0,444.81,2013.11,0.0,5.0,5271.0,4072.0,4811.42,6302.84,0.0,45.0
veh10300,3417.0,57.0,12.0,24.8,440.56,0.0,1.0,82.0,39.0,50.07,440.56,3.0,1.0
veh10301,3418.0,470.0,293.0,361.1,1494.24,21.0,3.0,612.0,418.0,503.08,1494.24,0.0,4.0
veh10302,3418.0,369.0,165.0,258.18,1415.61,33.0,8.0,139.0,34.0,67.43,937.1,5.0,1.0
veh10303,3418.0,683.0,458.0,568.17,1539.64,85.0,5.0,230.0,76.0,114.89,1537.01,0.0,2.0
veh10304,3419.0,2138.0,1699.0,1983.7,1791.44,171.0,18.0,2986.0,2332.0,2603.6,2277.5,58.0,39.0
veh10305,3419.0,398.0,175.0,243.77,2131.14,3.0,4.0,223.0,42.0,69.16,2131.14,1.0,1.0
veh10306,3419.0,494.0,292.0,370.36,1451.26,57.0,2.0,328.0,197.0,248.31,947.51,23.0,1.0
veh10307,3420.0,1366.0,999.0,1218.76,2017.13,15.0,8.0,784.0,542.0,672.47,1536.15,47.0,7.0
veh10308,3420.0,462.0,255.0,371.24,1223.3,0.0,1.0,363.0,194.0,232.58,1776.53,0.0,2.0
veh10309,3420.0,179.0,110.0,128.48,679.42,0.0,1.0,177.0,110.0,126.65,679.42,0.0,1.0
veh1031,342.0,246.0,69.0,114.55,1781.09,0.0,2.0,319.0,153.0,189.56,1760.34,0.0,1.0
veh10310,3421.0,416.0,179.0,306.0,1514.66,3.0,2.0,548.0,335.0,437.12,1514.66,600.0,4.0
veh10311,3421.0,1194.0,750.0,982.45,2531.17,3.0,12.0,524.0,277.0,354.68,2064.63,0.0,3.0
veh10313,3422.0,448.0,198.0,277.3,2334.3,0.0,4.0,299.0,109.0,168.99,1772.65,1.0,3.0
veh10315,3422.0,779.0,614.0,689.05,1221.23,1.0,8.0,663.0,428.0,529.73,1840.74,1.0,2.0
veh10316,3423.0,91.0,46.0,57.53,437.66,2.0,1.0,77.0,31.0,42.96,437.66,12.0,1.0
veh10318,3423.0,371.0,224.0,283.79,976.28,0.0,1.0,371.0,229.0,284.0,976.28,1.0,1.0
veh10319,3424.0,1591.0,1333.0,1481.16,1483.42,1.0,14.0,967.0,735.0,857.95,1477.13,0.0,7.0
veh1032,342.0,1364.0,1066.0,1253.33,1509.92,0.0,4.0,511.0,241.0,319.39,2639.55,0.0,2.0
veh10320,3424.0,173.0,93.0,120.88,721.0,26.0,1.0,114.0,30.0,62.05,721.0,0.0,1.0
veh10321,3424.0,359.0,225.0,287.48,976.6,18.0,3.0,474.0,337.0,402.99,976.6,4.0,2.0
veh10323,3425.0,545.0,347.0,436.32,1479.6,6.0,5.0,181.0,31.0,69.45,1540.11,12.0,1.0
veh10324,3425.0,1111.0,748.0,957.28,2131.4,0.0,11.0,1097.0,759.0,943.3,2131.4,14.0,7.0
veh10325,3426.0,3442.0,2967.0,3234.78,2811.58,19.0,23.0,1902.0,1299.0,1611.91,3984.89,9.0,6.0
veh10326,3426.0,416.0,225.0,326.09,1219.88,78.0,4.0,134.0,14.0,44.4,1217.25,0.0,2.0
veh10327,3426.0,421.0,234.0,324.19,1224.11,6.0,2.0,246.0,114.0,148.84,1224.11,14.0,2.0
veh10328,3427.0,229.0,93.0,140.32,1213.64,0.0,1.0,225.0,104.0,136.47,1213.64,17.0,1.0
veh10329,3427.0,1870.0,1470.0,1703.54,2265.36,1763.0,13.0,597.0,412.0,508.48,1208.45,1532.0,3.0
veh1033,342.0,308.0,124.0,179.21,1772.72,2.0,2.0,313.0,125.0,183.62,1772.72,7.0,3.0
veh10330,3427.0,583.0,322.0,413.67,2297.81,0.0,3.0,458.0,318.0,369.54,1204.8,1.0,1.0
veh10331,3428.0,429.0,220.0,300.86,1733.11,2.0,2.0,394.0,253.0,303.42,1230.26,3.0,1.0
veh10332,3428.0,492.0,262.0,347.53,1754.52,0.0,5.0,315.0,157.0,213.34,1219.71,0.0,4.0
veh10333,3428.0,285.0,185.0,231.65,694.35,0.0,1.0,120.0,48.0,67.0,694.35,0.0,1.0
veh10334,3429.0,768.0,467.0,633.36,1792.48,84.0,6.0,413.0,170.0,238.63,2307.4,0.0,1.0
veh10335,3429.0,2070.0,1453.0,1755.64,4358.44,0.0,26.0,2305.0,1750.0,2076.06,3139.06,13.0,14.0
veh10336,3429.0,430.0,277.0,340.0,1222.02,50.0,3.0,248.0,158.0,198.47,657.16,19.0,1.0
veh10337,3430.0,226.0,147.0,171.69,717.23,0.0,1.0,241.0,160.0,186.41,717.23,0.0,1.0
veh10338,3430.0,261.0,124.0,165.84,1253.03,16.0,1.0,304.0,152.0,210.7,1213.96,20.0,1.0
veh10339,3430.0,758.0,475.0,608.19,2013.75,0.0,7.0,539.0,302.0,388.33,2033.93,17.0,4.0
veh1034,343.0,497.0,306.0,381.45,1517.49,0.0,1.0,600.0,349.0,439.7,2127.03,0.0,1.0
veh10340,3431.0,1993.0,1485.0,1747.7,3337.6,1.0,13.0,3022.0,2375.0,2772.24,3415.02,4.0,14.0
veh10341,3431.0,397.0,194.0,290.76,1218.68,215.0,2.0,473.0,314.0,367.62,1203.54,7.0,2.0
veh10342,3431.0,1526.0,1215.0,1356.88,2317.13,0.0,6.0,1645.0,1176.0,1397.04,3393.32,3.0,10.0
veh10343,3431.0,179.0,78.0,122.86,684.36,31.0,1.0,235.0,95.0,134.76,1226.13,0.0,2.0
veh10345,3432.0,1079.0,814.0,986.13,1289.73,0.0,5.0,877.0,652.0,783.74,1289.73,13.0,1.0
veh10346,3432.0,522.0,321.0,420.43,1194.28,0.0,3.0,435.0,258.0,332.09,1214.07,25.0,1.0
veh10347,3433.0,787.0,455.0,616.19,2257.75,0.0,5.0,816.0,516.0,643.19,2315.86,25.0,4.0
veh10349,3433.0,1263.0,899.0,1123.14,1825.56,0.0,6.0,1037.0,734.0,896.3,1825.79,15.0,4.0
veh1035,343.0,362.0,222.0,267.78,953.04,0.0,1.0,542.0,272.0,339.76,2051.39,6.0,2.0
veh10350,3434.0,377.0,256.0,314.47,718.69,0.0,1.0,293.0,204.0,230.67,718.69,2.0,1.0
veh10351,3434.0,2460.0,2067.0,2267.24,2665.76,0.0,15.0,2534.0,2081.0,2351.83,2509.11,174.0,31.0
veh10353,3435.0,827.0,556.0,714.16,1564.84,987.0,8.0,618.0,438.0,545.57,1002.08,1706.0,5.0
veh10354,3435.0,2625.0,2164.0,2410.8,2969.29,2.0,24.0,1905.0,1527.0,1736.87,2295.72,175.0,20.0
veh10355,3435.0,1073.0,574.0,760.02,3798.25,2.0,7.0,651.0,360.0,477.57,2088.54,589.0,4.0
veh10356,3436.0,1855.0,1318.0,1641.83,2912.98,0.0,12.0,1105.0,741.0,932.35,2351.31,15.0,4.0
veh10357,3436.0,590.0,455.0,519.91,936.92,33.0,1.0,177.0,68.0,106.73,936.92,0.0,1.0
veh10358,3436.0,584.0,382.0,459.78,1513.12,0.0,2.0,366.0,232.0,284.83,998.29,0.0,1.0
veh10359,3437.0,1013.0,662.0,836.49,2294.16,0.0,6.0,807.0,495.0,629.99,2314.34,22.0,4.0
veh1036,343.0,379.0,234.0,274.81,1220.66,0.0,2.0,199.0,63.0,95.59,1220.66,0.0,1.0
veh10361,3437.0,756.0,543.0,682.7,1004.57,16.0,3.0,332.0,206.0,258.18,1004.57,0.0,1.0
veh10362,3438.0,308.0,214.0,257.66,673.31,34.0,1.0,353.0,242.0,303.22,673.31,1.0,1.0
veh10364,3438.0,387.0,283.0,336.12,694.76,15.0,1.0,287.0,189.0,236.52,694.76,38.0,1.0
veh10365,3439.0,740.0,497.0,627.78,1526.54,20.0,3.0,470.0,333.0,398.19,977.85,0.0,1.0
veh10366,3439.0,329.0,183.0,239.66,1233.24,0.0,1.0,332.0,193.0,242.72,1233.24,7.0,1.0
veh10367,3439.0,2106.0,1384.0,1729.9,5211.69,0.0,18.0,2140.0,1561.0,1845.41,4054.53,15.0,12.0
veh10368,3440.0,238.0,97.0,142.6,1181.14,3.0,1.0,240.0,114.0,144.81,1181.14,1.0,1.0
veh10369,3440.0,1188.0,876.0,1077.59,1502.6,0.0,5.0,859.0,607.0,749.01,1502.6,47.0,5.0
veh1037,344.0,393.0,210.0,267.37,1498.11,8.0,2.0,285.0,109.0,159.06,1498.68,7.0,2.0
veh10370,3440.0,680.0,410.0,536.1,1735.97,0.0,4.0,565.0,385.0,464.77,1209.26,0.0,1.0
veh10371,3441.0,1987.0,1659.0,1895.62,1260.9,1743.0,18.0,1912.0,1593.0,1820.1,1260.9,942.0,13.0
veh10372,3441.0,491.0,284.0,381.73,1276.91,1452.0,4.0,480.0,310.0,373.92,1213.81,848.0,2.0
veh10373,3441.0,552.0,342.0,443.8,1453.49,19.0,4.0,285.0,122.0,176.66,1473.28,4.0,2.0
veh10374,3442.0,244.0,140.0,175.62,912.87,1.0,1.0,153.0,62.0,84.56,912.87,3.0,1.0
veh10375,3442.0,875.0,520.0,668.71,2828.12,72.0,6.0,121.0,44.0,70.43,681.1,5.0,1.0
veh10377,3443.0,541.0,336.0,430.12,1502.66,24.0,2.0,402.0,256.0,330.66,973.08,0.0,1.0
veh10379,3443.0,1086.0,611.0,826.77,3132.69,8.0,9.0,1100.0,738.0,930.04,2047.91,228.0,9.0
veh1038,344.0,623.0,343.0,453.14,2327.17,0.0,6.0,569.0,318.0,399.86,2306.6,0.0,7.0
veh10381,3444.0,351.0,217.0,263.67,1193.35,4.0,3.0,266.0,136.0,177.38,1193.35,5.0,1.0
veh10382,3444.0,427.0,257.0,334.14,1218.82,207.0,1.0,294.0,161.0,201.22,1218.82,1.0,1.0
veh10383,3445.0,341.0,185.0,245.67,1218.44,110.0,2.0,174.0,59.0,79.52,1206.32,2.0,1.0
veh10384,3445.0,390.0,271.0,339.26,679.99,195.0,4.0,454.0,249.0,323.0,1791.58,5.0,2.0
veh10385,3445.0,849.0,541.0,719.55,1763.95,9.0,4.0,379.0,224.0,287.71,1261.1,2.0,1.0
veh10386,3446.0,669.0,514.0,572.99,1222.74,1.0,2.0,375.0,235.0,280.4,1182.82,0.0,4.0
veh10387,3446.0,717.0,503.0,622.95,1217.62,1749.0,7.0,756.0,529.0,661.52,1217.62,1520.0,3.0
veh10389,3447.0,602.0,367.0,486.33,1476.72,26.0,5.0,398.0,195.0,283.25,1476.72,0.0,2.0
veh1039,344.0,439.0,251.0,320.19,1513.47,0.0,2.0,617.0,413.0,497.94,1518.91,0.0,3.0
veh10390,3447.0,273.0,131.0,201.65,974.44,7.0,2.0,131.0,34.0,59.18,978.12,0.0,1.0
veh10391,3447.0,678.0,497.0,603.17,976.46,0.0,3.0,448.0,304.0,376.04,933.96,14.0,1.0
veh10392,3448.0,525.0,225.0,297.39,3118.84,1.0,3.0,419.0,159.0,233.25,2551.97,0.0,1.0
veh10393,3448.0,1008.0,608.0,813.9,2532.62,6.0,6.0,1103.0,813.0,988.38,1500.74,300.0,10.0
veh10394,3448.0,1399.0,963.0,1146.45,3479.14,36.0,14.0,1159.0,754.0,949.41,2860.4,0.0,14.0
veh10395,3449.0,310.0,161.0,199.33,1478.83,0.0,2.0,494.0,282.0,341.98,2069.46,0.0,2.0
veh10396,3449.0,1327.0,888.0,1148.62,2241.06,1621.0,12.0,368.0,162.0,229.0,1770.51,0.0,3.0
veh10397,3449.0,760.0,486.0,632.21,1721.52,23.0,4.0,416.0,240.0,324.18,1245.88,6.0,1.0
veh10398,3450.0,573.0,319.0,442.3,1784.2,0.0,6.0,413.0,222.0,282.53,1784.2,0.0,3.0
veh104,34.0,344.0,153.0,197.43,1802.02,4.0,3.0,418.0,203.0,271.59,1781.14,4.0,4.0
veh1040,345.0,173.0,67.0,98.36,976.11,57.0,1.0,98.0,11.0,23.25,975.0,4.0,1.0
veh10401,3451.0,577.0,448.0,504.16,938.79,0.0,4.0,317.0,201.0,243.79,938.79,0.0,2.0
veh10402,3451.0,544.0,327.0,432.82,1516.4,226.0,4.0,185.0,34.0,74.25,1516.4,2.0,1.0
veh10403,3451.0,321.0,148.0,210.79,1510.74,0.0,1.0,380.0,205.0,269.78,1499.63,0.0,2.0
veh10404,3452.0,765.0,450.0,612.08,2125.03,971.0,4.0,928.0,597.0,776.41,2100.71,1692.0,8.0
veh10405,3452.0,387.0,220.0,281.58,1279.41,0.0,1.0,426.0,276.0,323.61,1222.46,0.0,1.0
veh10406,3452.0,1368.0,972.0,1238.9,1763.43,0.0,9.0,871.0,594.0,741.07,1772.44,38.0,8.0
veh10407,3453.0,437.0,233.0,327.32,1482.28,7.0,3.0,309.0,181.0,237.75,978.83,574.0,3.0
veh10408,3453.0,1851.0,1557.0,1741.64,1499.63,33.0,18.0,878.0,642.0,768.51,1501.74,0.0,3.0
veh1041,345.0,936.0,607.0,784.51,1936.08,0.0,4.0,309.0,194.0,237.61,910.02,0.0,1.0
veh10410,3454.0,278.0,157.0,186.54,980.11,2.0,2.0,183.0,74.0,91.98,980.11,0.0,1.0
veh10411,3454.0,1320.0,889.0,1147.36,2241.06,1619.0,10.0,364.0,158.0,229.14,1770.51,0.0,3.0
veh10412,3454.0,94.0,3.0,21.62,999.88,15.0,1.0,182.0,86.0,109.47,999.88,0.0,1.0
veh10413,3455.0,235.0,125.0,165.27,938.35,3.0,1.0,142.0,51.0,71.94,938.35,4.0,1.0
veh10414,3455.0,473.0,201.0,303.98,2308.78,27.0,3.0,567.0,351.0,437.03,1791.63,0.0,3.0
veh10415,3455.0,778.0,558.0,670.6,1225.01,1.0,2.0,424.0,218.0,276.2,1657.17,0.0,4.0
veh10416,3456.0,450.0,300.0,370.61,978.25,3.0,3.0,1179.0,1014.0,1099.49,978.25,1.0,3.0
veh10418,3456.0,715.0,457.0,547.54,2039.21,0.0,1.0,237.0,42.0,69.13,2052.57,0.0,1.0
veh1042,345.0,290.0,162.0,199.12,1258.12,19.0,1.0,212.0,83.0,121.65,1251.42,6.0,1.0
veh10420,3457.0,480.0,290.0,391.89,1206.56,25.0,5.0,255.0,167.0,204.54,681.1,0.0,1.0
veh10421,3457.0,968.0,605.0,782.11,2505.07,2.0,10.0,509.0,287.0,358.95,2046.82,2.0,2.0
veh10422,3458.0,121.0,67.0,90.38,414.59,222.0,1.0,36.0,0.0,5.33,414.59,0.0,1.0
veh10423,3458.0,2178.0,1744.0,2067.55,1512.15,141.0,19.0,1561.0,1172.0,1406.62,2141.17,58.0,14.0
veh10425,3459.0,455.0,260.0,345.93,1493.98,0.0,2.0,401.0,227.0,290.6,1506.98,0.0,2.0
veh10426,3459.0,1531.0,1134.0,1340.53,2578.4,3.0,16.0,997.0,680.0,845.54,2049.77,34.0,6.0
veh10427,3459.0,338.0,230.0,288.38,655.32,0.0,1.0,208.0,126.0,157.11,655.32,1.0,1.0
veh10428,3460.0,256.0,164.0,205.45,694.35,2.0,1.0,156.0,82.0,105.41,694.35,0.0,1.0
veh10429,3460.0,216.0,121.0,165.05,693.16,230.0,1.0,157.0,80.0,105.97,693.16,12.0,1.0
veh1043,346.0,254.0,127.0,159.81,1232.46,0.0,1.0,168.0,54.0,73.72,1232.46,0.0,1.0
veh10430,3460.0,350.0,194.0,242.25,1462.74,6.0,2.0,466.0,305.0,358.16,1459.48,3.0,2.0
veh10431,3461.0,173.0,71.0,116.31,684.36,12.0,1.0,297.0,149.0,196.57,1226.13,0.0,1.0
veh10432,3461.0,464.0,307.0,373.74,1167.42,0.0,1.0,1259.0,1075.0,1204.9,721.7,875.0,5.0
veh10433,3461.0,198.0,43.0,67.1,1775.48,0.0,1.0,564.0,370.0,434.59,1751.71,0.0,3.0
veh10434,3462.0,2622.0,2020.0,2433.07,2605.57,140.0,23.0,3359.0,2782.0,3169.75,2613.75,56.0,41.0
veh10435,3462.0,200.0,99.0,129.08,975.38,25.0,1.0,250.0,136.0,178.85,979.25,0.0,1.0
veh10436,3462.0,687.0,453.0,549.18,1783.15,33.0,1.0,218.0,55.0,80.29,1796.51,6.0,1.0
veh10437,3463.0,941.0,591.0,807.69,1847.23,26.0,9.0,1409.0,1066.0,1281.82,1723.6,0.0,9.0
veh10438,3463.0,312.0,135.0,202.99,1470.44,3.0,2.0,413.0,258.0,303.61,1485.78,0.0,2.0
veh10439,3463.0,561.0,321.0,411.22,2038.73,0.0,2.0,833.0,563.0,685.36,2017.14,0.0,4.0
veh1044,346.0,1496.0,1036.0,1246.76,3365.5,0.0,12.0,469.0,256.0,337.32,1777.0,0.0,2.0
veh10440,3464.0,292.0,156.0,198.98,1285.24,38.0,2.0,414.0,270.0,321.35,1285.24,0.0,2.0
veh10441,3464.0,296.0,187.0,227.67,911.45,265.0,2.0,282.0,175.0,214.0,911.45,8.0,1.0
veh10442,3464.0,2579.0,1951.0,2327.25,2817.88,141.0,22.0,1998.0,1564.0,1835.35,1861.4,57.0,17.0
veh10443,3465.0,789.0,500.0,639.88,2023.58,0.0,5.0,984.0,704.0,831.54,2051.63,0.0,5.0
veh10444,3465.0,299.0,200.0,229.58,937.16,40.0,1.0,381.0,212.0,271.84,1479.27,2.0,3.0
veh10445,3465.0,112.0,29.0,44.18,683.93,8.0,1.0,243.0,79.0,121.36,1231.82,0.0,2.0
veh10448,3466.0,330.0,203.0,255.18,962.07,0.0,1.0,235.0,128.0,160.17,962.07,0.0,1.0
veh10449,3467.0,274.0,130.0,176.88,1194.5,31.0,2.0,502.0,342.0,404.74,1204.8,11.0,1.0
veh1045,346.0,265.0,101.0,154.47,1519.64,0.0,1.0,173.0,39.0,62.56,1519.64,0.0,1.0
veh10450,3467.0,242.0,159.0,190.69,699.36,39.0,2.0,271.0,174.0,219.5,699.36,3.0,2.0
veh10452,3468.0,116.0,64.0,81.33,437.1,9.0,1.0,109.0,65.0,74.68,437.1,0.0,1.0
veh10453,3468.0,3028.0,2163.0,2601.45,5857.98,17.0,19.0,556.0,311.0,407.86,2014.32,7.0,3.0
veh10454,3468.0,209.0,116.0,139.21,950.74,17.0,1.0,162.0,71.0,90.85,962.29,0.0,1.0
veh10455,3469.0,639.0,393.0,520.59,1482.97,0.0,1.0,1287.0,1017.0,1166.96,1519.64,1005.0,5.0
veh10456,3469.0,366.0,179.0,274.98,1254.44,1504.0,4.0,555.0,333.0,427.87,1734.0,825.0,5.0
veh10457,3469.0,348.0,194.0,257.1,1239.76,37.0,2.0,190.0,106.0,139.3,694.52,0.0,1.0
