id,scheduled,duration_TM,waitingTime_TM,timeLoss_TM,routeLength_TM,departDelay_TM,rerouteNo_TM,duration_RL,waitingTime_RL,timeLoss_RL,routeLength_RL,departDelay_RL,rerouteNo_RL
veh11545,3830.0,712.0,437.0,542.52,2307.8,0.0,3.0,463.0,224.0,292.99,2331.33,6.0,3.0
veh11548,3831.0,708.0,543.0,636.65,964.36,1862.0,3.0,339.0,224.0,267.77,964.36,145.0,1.0
veh11549,3832.0,1399.0,942.0,1232.63,1999.5,8.0,8.0,1013.0,732.0,888.91,1500.74,448.0,8.0
veh1155,383.0,187.0,64.0,96.56,1232.1,0.0,1.0,182.0,67.0,91.69,1232.1,2.0,1.0
veh11550,3832.0,959.0,625.0,787.22,2095.44,136.0,9.0,1109.0,781.0,939.62,2033.36,12.0,11.0
veh11551,3832.0,663.0,481.0,593.21,924.96,0.0,1.0,1431.0,1203.0,1359.56,966.0,760.0,10.0
veh11552,3833.0,497.0,320.0,401.63,961.1,2149.0,4.0,506.0,334.0,410.29,961.1,1061.0,1.0
veh11554,3833.0,251.0,148.0,195.25,684.28,0.0,2.0,227.0,145.0,171.0,684.28,2.0,1.0
veh11555,3834.0,384.0,208.0,280.4,1186.02,111.0,3.0,216.0,77.0,111.49,1186.02,6.0,1.0
veh11556,3834.0,1492.0,1127.0,1356.81,1738.19,906.0,11.0,554.0,358.0,458.3,1259.68,1665.0,2.0
veh11557,3834.0,873.0,625.0,781.22,1248.36,0.0,8.0,345.0,200.0,253.34,1248.36,0.0,1.0
veh11558,3835.0,788.0,542.0,656.95,1804.81,1.0,1.0,307.0,169.0,216.26,1238.03,9.0,1.0
veh11559,3835.0,510.0,295.0,382.57,1746.08,0.0,3.0,486.0,271.0,357.14,1769.6,15.0,2.0
veh1156,383.0,333.0,196.0,260.25,953.04,0.0,1.0,510.0,256.0,354.93,2051.39,0.0,2.0
veh11561,3836.0,306.0,186.0,235.18,941.71,0.0,1.0,243.0,129.0,169.61,1002.08,0.0,1.0
veh11562,3836.0,161.0,102.0,128.59,438.62,110.0,1.0,78.0,33.0,45.86,438.62,7.0,1.0
veh11563,3836.0,633.0,421.0,527.44,1203.79,2150.0,4.0,431.0,236.0,325.77,1208.54,1115.0,4.0
veh11564,3837.0,1155.0,664.0,843.4,3673.92,0.0,10.0,639.0,293.0,373.28,3131.27,2.0,2.0
veh11567,3838.0,1155.0,881.0,1083.49,959.27,1018.0,1.0,453.0,316.0,381.02,959.27,1349.0,3.0
veh11569,3838.0,2142.0,1756.0,2031.89,1513.88,1020.0,18.0,1604.0,1173.0,1352.89,2541.64,1352.0,11.0
veh1157,383.0,1278.0,880.0,1088.38,2579.67,0.0,14.0,649.0,279.0,375.33,3778.47,0.0,5.0
veh11573,3840.0,1977.0,1439.0,1748.04,3127.03,273.0,19.0,994.0,623.0,804.26,2605.4,7.0,2.0
veh11574,3840.0,1486.0,1106.0,1333.49,2107.46,0.0,10.0,955.0,650.0,802.18,2107.46,0.0,8.0
veh11575,3840.0,415.0,241.0,297.68,1541.67,0.0,1.0,218.0,113.0,142.53,997.31,0.0,1.0
veh11576,3841.0,271.0,194.0,220.46,683.21,0.0,3.0,196.0,122.0,145.22,683.21,0.0,2.0
veh11578,3841.0,1367.0,963.0,1178.48,2331.13,0.0,9.0,814.0,466.0,586.88,2758.06,1.0,4.0
veh11579,3842.0,247.0,115.0,175.89,979.02,1.0,1.0,674.0,485.0,565.09,1460.79,1.0,2.0
veh1158,384.0,285.0,129.0,171.39,1560.95,5.0,1.0,342.0,195.0,230.21,1498.68,0.0,1.0
veh11580,3842.0,453.0,336.0,401.68,696.11,31.0,2.0,105.0,33.0,54.05,696.11,21.0,1.0
veh11581,3842.0,188.0,73.0,98.21,1232.46,2.0,1.0,187.0,66.0,97.11,1232.46,4.0,1.0
veh11582,3843.0,333.0,208.0,261.76,968.05,0.0,1.0,189.0,45.0,80.45,1467.08,0.0,1.0
veh11583,3843.0,240.0,109.0,150.34,1218.68,1.0,1.0,225.0,109.0,134.85,1218.68,0.0,1.0
veh11584,3843.0,961.0,613.0,793.86,2280.32,3.0,6.0,219.0,50.0,92.21,1731.82,3.0,3.0
veh11585,3844.0,232.0,89.0,127.67,1198.4,0.0,2.0,229.0,100.0,124.21,1213.95,0.0,1.0
veh11586,3844.0,773.0,549.0,663.8,1470.72,3.0,6.0,351.0,185.0,241.93,1479.66,0.0,1.0
veh11587,3844.0,745.0,492.0,614.76,1784.35,3.0,4.0,381.0,150.0,212.06,2309.49,5.0,3.0
veh11588,3845.0,322.0,189.0,264.78,718.62,173.0,2.0,131.0,62.0,73.78,718.62,5.0,1.0
veh11589,3845.0,956.0,722.0,826.72,1749.48,5.0,8.0,285.0,87.0,155.32,1768.52,0.0,1.0
veh1159,384.0,914.0,512.0,689.98,2889.63,0.0,6.0,614.0,303.0,432.76,2326.12,0.0,9.0
veh11590,3845.0,1831.0,1450.0,1676.71,2065.12,431.0,13.0,2454.0,2099.0,2339.71,1524.78,272.0,24.0
veh11591,3846.0,621.0,398.0,491.4,1766.44,0.0,5.0,2218.0,1701.0,1968.39,3434.55,749.0,24.0
veh11592,3846.0,1033.0,646.0,841.89,2594.34,0.0,4.0,590.0,342.0,439.35,2031.25,0.0,2.0
veh11593,3846.0,2386.0,1704.0,2114.62,3744.96,7.0,19.0,2697.0,2002.0,2469.05,3121.78,0.0,27.0
veh11594,3847.0,648.0,426.0,557.38,1242.62,2142.0,5.0,479.0,299.0,388.19,1242.62,1118.0,1.0
veh11595,3847.0,1423.0,1000.0,1227.7,2611.84,12.0,9.0,468.0,282.0,355.1,1497.16,0.0,1.0
veh11596,3847.0,209.0,125.0,158.3,682.62,1.0,2.0,203.0,132.0,152.76,682.62,2.0,1.0
veh11597,3848.0,850.0,587.0,740.59,1492.44,0.0,4.0,301.0,152.0,188.62,1558.49,0.0,1.0
veh11598,3848.0,2005.0,1507.0,1735.22,2811.94,0.0,12.0,965.0,622.0,746.72,2256.86,3.0,5.0
veh11599,3848.0,761.0,547.0,679.9,959.99,0.0,1.0,870.0,649.0,788.98,959.99,442.0,4.0
veh116,38.0,189.0,71.0,102.27,1176.31,0.0,1.0,187.0,73.0,100.17,1176.31,0.0,1.0
veh1160,384.0,427.0,250.0,318.4,1487.51,0.0,1.0,345.0,194.0,235.56,1487.51,0.0,1.0
veh11601,3849.0,424.0,305.0,346.79,968.05,0.0,1.0,536.0,363.0,418.32,1462.42,2.0,2.0
veh11602,3849.0,591.0,450.0,520.44,964.12,0.0,5.0,250.0,137.0,178.56,964.12,3.0,1.0
veh11603,3850.0,2141.0,1617.0,1870.74,3479.55,56.0,19.0,150.0,21.0,52.99,1235.62,18.0,1.0
veh11604,3850.0,756.0,564.0,665.74,1180.92,1.0,5.0,457.0,258.0,324.06,1729.88,0.0,4.0
veh11605,3850.0,751.0,431.0,567.44,2064.35,2.0,7.0,560.0,272.0,328.79,2613.02,5.0,3.0
veh11606,3851.0,846.0,479.0,637.91,2620.75,1010.0,6.0,1974.0,1472.0,1728.18,3027.16,1350.0,13.0
veh11607,3851.0,764.0,507.0,660.61,1205.89,5.0,1.0,1994.0,1697.0,1889.57,1246.93,747.0,10.0
veh11608,3851.0,457.0,236.0,334.84,1502.6,0.0,3.0,545.0,293.0,420.02,1565.96,601.0,5.0
veh1161,385.0,458.0,234.0,306.66,2088.21,10.0,1.0,278.0,92.0,129.68,2038.91,3.0,1.0
veh11611,3852.0,697.0,394.0,589.06,1440.88,0.0,4.0,378.0,232.0,305.05,1004.04,1.0,1.0
veh11612,3853.0,394.0,188.0,239.61,2074.23,1.0,4.0,288.0,135.0,174.35,1527.21,10.0,2.0
veh11613,3853.0,946.0,657.0,874.97,972.45,77.0,6.0,238.0,134.0,170.1,911.45,20.0,1.0
veh11614,3853.0,1819.0,1329.0,1670.84,1851.21,6.0,8.0,1195.0,837.0,1046.58,1851.21,0.0,2.0
veh11615,3854.0,525.0,378.0,454.07,965.8,0.0,2.0,242.0,140.0,170.31,965.8,0.0,1.0
veh11616,3854.0,636.0,444.0,564.32,962.62,2138.0,3.0,412.0,258.0,341.11,962.62,1118.0,1.0
veh11618,3855.0,407.0,217.0,282.06,1571.48,1.0,1.0,414.0,249.0,292.11,1506.68,0.0,2.0
veh11619,3855.0,385.0,282.0,333.85,687.48,0.0,1.0,200.0,127.0,148.63,687.48,6.0,1.0
veh1162,385.0,645.0,385.0,496.13,2040.98,0.0,2.0,1005.0,731.0,856.26,2040.98,0.0,6.0
veh11620,3855.0,645.0,400.0,515.11,1746.83,4.0,5.0,465.0,212.0,296.37,2295.5,3.0,3.0
veh11622,3856.0,1162.0,809.0,1007.77,1848.26,885.0,5.0,812.0,585.0,706.04,1244.56,1646.0,3.0
veh11623,3856.0,631.0,375.0,503.47,1721.51,29.0,5.0,410.0,265.0,317.85,1263.1,44.0,4.0
veh11624,3857.0,566.0,349.0,476.75,1206.32,3.0,1.0,240.0,113.0,149.87,1214.31,4.0,1.0
veh11625,3857.0,848.0,621.0,728.26,1518.86,6.0,5.0,2198.0,1798.0,2079.15,1511.9,895.0,22.0
veh11626,3857.0,1531.0,1166.0,1377.31,1851.4,0.0,4.0,923.0,619.0,769.66,1851.4,0.0,1.0
veh11627,3858.0,660.0,443.0,551.07,1464.37,0.0,5.0,267.0,151.0,196.2,966.33,0.0,1.0
veh11628,3858.0,1028.0,622.0,794.23,3231.26,1051.0,9.0,1254.0,891.0,1103.19,2076.67,1647.0,9.0
veh1163,385.0,516.0,297.0,401.15,1516.53,0.0,2.0,272.0,114.0,158.3,1489.11,0.0,2.0
veh11630,3859.0,535.0,369.0,445.21,1206.27,1.0,1.0,233.0,145.0,183.37,671.76,0.0,1.0
veh11632,3859.0,854.0,494.0,665.59,2593.84,0.0,8.0,1285.0,869.0,1094.42,2612.77,435.0,10.0
veh11634,3860.0,321.0,96.0,179.95,1844.55,9.0,5.0,696.0,454.0,554.2,1844.55,597.0,6.0
veh11635,3860.0,1941.0,1565.0,1844.06,1186.48,1078.0,8.0,1111.0,870.0,1009.67,1286.59,1648.0,4.0
veh11636,3861.0,1022.0,690.0,851.96,2304.07,1835.0,10.0,566.0,344.0,435.47,1752.9,118.0,3.0
veh11639,3862.0,765.0,559.0,674.91,1214.13,1837.0,5.0,469.0,312.0,379.38,1214.13,120.0,2.0
veh1164,386.0,262.0,147.0,182.49,962.29,4.0,1.0,190.0,90.0,110.35,962.29,0.0,1.0
veh11640,3862.0,2163.0,1628.0,1937.7,3143.47,417.0,22.0,2857.0,2378.0,2660.66,2637.84,258.0,32.0
veh11641,3862.0,428.0,200.0,258.68,2025.25,0.0,2.0,431.0,197.0,261.59,2025.25,3.0,3.0
veh11642,3863.0,638.0,445.0,515.39,1531.38,3.0,1.0,283.0,123.0,160.29,1531.38,0.0,1.0
veh11644,3863.0,1489.0,1141.0,1358.6,1739.61,8.0,12.0,341.0,121.0,169.21,2333.22,0.0,1.0
veh11646,3864.0,2627.0,2002.0,2335.58,3866.87,2.0,20.0,2282.0,1885.0,2149.75,1763.91,891.0,20.0
veh11648,3865.0,959.0,566.0,811.4,1985.14,0.0,5.0,436.0,297.0,365.94,948.74,0.0,1.0
veh1165,386.0,386.0,179.0,258.22,1735.35,33.0,4.0,500.0,313.0,371.3,1757.46,13.0,6.0
veh11650,3865.0,597.0,395.0,527.04,952.48,0.0,3.0,212.0,107.0,141.7,952.48,0.0,1.0
veh11651,3866.0,719.0,528.0,647.85,971.67,1836.0,3.0,402.0,261.0,331.07,971.67,119.0,1.0
veh11652,3866.0,615.0,421.0,502.65,1543.54,3.0,2.0,511.0,303.0,402.23,1483.32,7.0,2.0
veh11653,3866.0,3016.0,2547.0,2805.0,2102.94,0.0,12.0,2608.0,2131.0,2455.25,2081.46,361.0,19.0
veh11654,3867.0,328.0,200.0,237.51,1240.91,0.0,1.0,276.0,131.0,188.19,1180.68,0.0,1.0
veh11655,3867.0,183.0,98.0,132.01,658.76,7.0,1.0,173.0,91.0,122.92,658.76,6.0,1.0
veh11656,3867.0,747.0,468.0,615.48,1822.8,1072.0,4.0,675.0,458.0,582.36,1280.56,1642.0,8.0
veh11658,3868.0,476.0,312.0,386.8,1216.84,5.0,2.0,225.0,103.0,136.01,1216.84,5.0,1.0
veh1166,386.0,192.0,96.0,116.56,962.27,0.0,1.0,231.0,131.0,155.27,962.27,0.0,1.0
veh11660,3869.0,672.0,534.0,621.53,691.56,1837.0,1.0,287.0,189.0,236.38,691.56,119.0,1.0
veh11662,3869.0,571.0,380.0,467.89,1237.07,50.0,1.0,939.0,650.0,794.57,1719.46,489.0,3.0
veh11663,3869.0,1326.0,923.0,1125.43,2614.88,0.0,14.0,457.0,278.0,342.62,1474.17,0.0,3.0
veh11665,3870.0,224.0,81.0,152.0,968.05,0.0,2.0,335.0,205.0,265.31,918.08,0.0,1.0
veh11666,3870.0,1777.0,1379.0,1590.03,2351.45,0.0,17.0,1088.0,709.0,900.0,2354.42,4.0,11.0
veh11667,3871.0,502.0,328.0,404.81,1177.64,3.0,2.0,250.0,119.0,153.59,1177.64,3.0,1.0
veh11668,3871.0,1696.0,1246.0,1481.59,2920.81,1072.0,10.0,1160.0,889.0,1026.04,1842.08,1648.0,9.0
veh11669,3871.0,913.0,711.0,842.43,938.52,0.0,3.0,175.0,86.0,104.56,938.52,0.0,1.0
veh1167,387.0,191.0,66.0,90.13,1257.06,7.0,1.0,244.0,121.0,144.81,1218.35,6.0,1.0
veh11670,3872.0,554.0,263.0,405.39,2022.42,1064.0,4.0,711.0,454.0,599.88,1521.57,1486.0,5.0
veh11671,3872.0,2065.0,1682.0,1875.39,2594.26,0.0,12.0,2238.0,1740.0,2048.24,2608.2,0.0,9.0
veh11672,3872.0,394.0,196.0,256.75,1818.61,5.0,2.0,421.0,179.0,241.15,2383.7,4.0,2.0
veh11673,3873.0,977.0,702.0,870.39,1442.83,5.0,4.0,165.0,70.0,94.14,963.21,1.0,1.0
veh11674,3873.0,448.0,213.0,317.35,1789.36,2.0,5.0,612.0,399.0,478.67,1851.44,597.0,5.0
veh11675,3873.0,433.0,207.0,282.74,2057.64,74.0,5.0,688.0,468.0,537.59,2056.54,1.0,3.0
veh11677,3874.0,286.0,185.0,217.47,914.77,0.0,1.0,180.0,82.0,109.12,968.96,1.0,1.0
veh11678,3874.0,188.0,125.0,155.84,435.5,11.0,1.0,103.0,63.0,71.48,435.5,1.0,1.0
veh11679,3875.0,922.0,533.0,683.96,2900.75,1075.0,6.0,1123.0,732.0,931.29,2333.59,1607.0,10.0
veh1168,387.0,825.0,558.0,694.86,1804.43,0.0,3.0,735.0,455.0,567.0,2308.63,0.0,4.0
veh11680,3875.0,410.0,238.0,333.05,950.65,242.0,3.0,200.0,88.0,122.74,950.65,13.0,1.0
veh11683,3876.0,411.0,270.0,341.56,938.65,7.0,3.0,235.0,133.0,165.42,938.65,6.0,1.0
veh11684,3876.0,172.0,97.0,122.01,679.42,0.0,1.0,303.0,170.0,214.82,1176.86,2.0,1.0
veh11685,3877.0,976.0,745.0,867.75,1452.06,35.0,5.0,424.0,288.0,354.0,951.14,25.0,1.0
veh11687,3877.0,321.0,126.0,210.33,1502.43,0.0,3.0,288.0,145.0,178.36,1502.43,18.0,2.0
veh11688,3878.0,646.0,362.0,496.78,2016.72,73.0,3.0,301.0,153.0,188.89,1537.56,0.0,1.0
veh11689,3878.0,446.0,264.0,373.84,978.83,14.0,1.0,324.0,200.0,251.72,978.83,595.0,1.0
veh1169,387.0,347.0,176.0,216.22,1474.19,5.0,2.0,357.0,191.0,226.36,1474.19,3.0,2.0
veh11690,3878.0,264.0,170.0,211.41,691.77,141.0,1.0,151.0,73.0,97.82,691.77,5.0,1.0
veh11691,3879.0,575.0,338.0,470.56,1282.54,78.0,2.0,587.0,383.0,482.63,1282.54,597.0,2.0
veh11692,3879.0,649.0,363.0,496.65,2103.6,0.0,5.0,393.0,241.0,284.09,1474.66,0.0,2.0
veh11693,3879.0,564.0,335.0,447.27,1522.62,0.0,3.0,369.0,200.0,252.2,1522.62,1.0,1.0
veh11694,3880.0,402.0,175.0,231.49,2336.15,6.0,2.0,413.0,210.0,283.73,1769.82,5.0,1.0
veh11695,3880.0,206.0,104.0,123.57,1000.74,0.0,1.0,659.0,419.0,490.06,2028.24,0.0,2.0
veh11698,3881.0,539.0,354.0,406.41,1827.56,3.0,4.0,268.0,147.0,175.55,1284.75,0.0,2.0
veh11699,3881.0,221.0,141.0,171.18,657.16,9.0,1.0,143.0,77.0,93.73,657.16,0.0,1.0
veh117,38.0,550.0,342.0,401.08,2029.27,0.0,2.0,372.0,170.0,221.51,2028.69,0.0,2.0
veh1170,388.0,217.0,113.0,147.8,940.49,33.0,1.0,163.0,68.0,93.03,940.49,0.0,1.0
veh11700,3882.0,713.0,358.0,526.13,2554.73,0.0,5.0,238.0,141.0,166.72,978.78,0.0,1.0
veh11702,3882.0,227.0,112.0,156.83,950.82,0.0,1.0,230.0,118.0,160.23,950.82,0.0,1.0
veh11704,3883.0,2905.0,2200.0,2601.25,3912.61,14.0,18.0,370.0,212.0,274.33,1221.7,0.0,1.0
veh11705,3883.0,2052.0,1668.0,1879.42,2081.67,399.0,22.0,2446.0,2103.0,2318.96,1538.23,240.0,26.0
veh11707,3884.0,1043.0,671.0,892.23,1716.57,32.0,5.0,428.0,162.0,229.27,2283.65,23.0,4.0
veh11708,3884.0,1537.0,1087.0,1322.78,2770.95,2.0,11.0,1747.0,1294.0,1530.04,2809.49,19.0,11.0
veh11709,3885.0,531.0,349.0,440.15,1245.96,2156.0,4.0,423.0,260.0,331.5,1245.96,1181.0,1.0
veh1171,388.0,301.0,149.0,204.09,1220.6,1.0,1.0,370.0,241.0,275.15,1191.48,1.0,1.0
veh11710,3885.0,240.0,118.0,148.45,1261.28,0.0,1.0,84.0,19.0,33.61,683.46,5.0,1.0
veh11712,3886.0,512.0,389.0,460.94,677.9,0.0,1.0,480.0,318.0,390.77,1214.38,0.0,1.0
veh11713,3886.0,2110.0,1726.0,1978.12,1822.87,399.0,19.0,2542.0,2213.0,2449.61,1282.3,240.0,24.0
veh11715,3887.0,182.0,102.0,130.87,695.46,3.0,1.0,138.0,67.0,86.54,695.46,0.0,1.0
veh11716,3887.0,722.0,494.0,632.13,1214.07,0.0,3.0,575.0,348.0,445.65,1773.75,4.0,3.0
veh11717,3887.0,88.0,42.0,52.11,413.16,4.0,1.0,91.0,47.0,55.73,413.16,0.0,1.0
veh11719,3888.0,249.0,143.0,176.33,1001.12,0.0,2.0,204.0,105.0,135.58,933.83,5.0,1.0
veh1172,388.0,307.0,169.0,216.55,1237.4,1.0,1.0,304.0,178.0,212.19,1258.58,1.0,1.0
veh11720,3888.0,146.0,65.0,96.29,670.82,18.0,1.0,310.0,215.0,261.03,670.82,0.0,1.0
veh11721,3889.0,524.0,391.0,439.92,963.81,0.0,1.0,555.0,409.0,473.63,913.22,0.0,1.0
veh11722,3889.0,274.0,162.0,202.84,960.26,0.0,1.0,286.0,128.0,176.11,1494.36,0.0,2.0
veh11723,3889.0,586.0,315.0,453.15,1844.55,69.0,5.0,1105.0,760.0,973.48,1799.71,590.0,10.0
veh11724,3890.0,630.0,324.0,469.5,2103.6,0.0,5.0,472.0,309.0,357.11,1474.66,1.0,2.0
veh11727,3891.0,844.0,596.0,715.69,1752.63,2232.0,9.0,236.0,95.0,144.53,1257.74,1287.0,2.0
veh11728,3891.0,112.0,28.0,61.27,691.45,3.0,1.0,95.0,23.0,43.91,691.45,1.0,1.0
veh11729,3891.0,1118.0,754.0,946.21,2311.22,228.0,8.0,218.0,81.0,127.29,1208.23,0.0,1.0
veh1173,389.0,1193.0,812.0,1025.39,2292.81,0.0,9.0,633.0,262.0,378.92,3493.38,0.0,6.0
veh11730,3892.0,1026.0,780.0,918.24,1464.1,0.0,6.0,773.0,540.0,627.17,2009.51,0.0,2.0
veh11731,3892.0,350.0,246.0,298.82,687.48,0.0,1.0,171.0,98.0,119.97,687.48,0.0,1.0
veh11732,3892.0,1070.0,848.0,958.51,1255.11,0.0,7.0,275.0,135.0,163.57,1256.22,4.0,1.0
veh11733,3893.0,1959.0,1517.0,1753.16,2791.53,2.0,14.0,2110.0,1666.0,1939.8,2327.19,9.0,9.0
veh11734,3893.0,351.0,218.0,276.61,913.22,4.0,1.0,188.0,82.0,112.82,913.22,0.0,1.0
veh11735,3893.0,309.0,183.0,237.03,996.41,107.0,1.0,313.0,196.0,241.31,996.41,0.0,1.0
veh11736,3894.0,1227.0,776.0,997.35,3142.49,0.0,10.0,2228.0,1689.0,1999.06,3141.74,940.0,20.0
veh11737,3894.0,36.0,0.0,4.36,437.1,1.0,1.0,43.0,0.0,11.13,437.1,0.0,1.0
veh11738,3894.0,730.0,558.0,660.18,947.38,1815.0,3.0,289.0,159.0,219.49,947.38,158.0,1.0
veh11739,3895.0,1995.0,1517.0,1828.24,2079.27,1064.0,14.0,1297.0,1055.0,1174.62,1522.08,1620.0,10.0
veh1174,389.0,205.0,82.0,135.78,938.59,33.0,1.0,234.0,135.0,164.81,938.59,13.0,1.0
veh11740,3895.0,621.0,353.0,507.51,1502.6,68.0,4.0,514.0,312.0,398.38,1565.96,585.0,5.0
veh11741,3895.0,938.0,590.0,786.93,2080.35,73.0,9.0,328.0,149.0,216.0,1540.37,664.0,1.0
veh11742,3896.0,1036.0,658.0,793.92,2975.2,1052.0,10.0,905.0,595.0,708.91,2409.5,1725.0,11.0
veh11743,3896.0,2865.0,2449.0,2757.09,1462.22,392.0,24.0,2713.0,2364.0,2599.94,1565.06,233.0,25.0
veh11744,3896.0,647.0,423.0,539.19,1461.97,6.0,3.0,205.0,55.0,97.51,1461.97,5.0,3.0
veh11745,3897.0,390.0,278.0,354.01,438.62,2.0,1.0,108.0,61.0,72.07,438.62,0.0,1.0
veh11746,3897.0,982.0,759.0,892.95,1199.6,0.0,4.0,403.0,224.0,273.56,1775.01,0.0,3.0
veh11748,3898.0,334.0,172.0,262.4,977.63,226.0,4.0,195.0,90.0,123.94,977.63,1.0,1.0
veh11749,3898.0,890.0,624.0,757.47,1768.46,0.0,6.0,211.0,119.0,159.58,679.5,0.0,1.0
veh1175,389.0,592.0,376.0,501.76,1243.32,0.0,3.0,442.0,264.0,350.3,1259.56,5.0,1.0
veh11750,3898.0,1297.0,928.0,1132.45,2042.62,1055.0,6.0,785.0,552.0,660.85,1566.74,1904.0,3.0
veh11751,3899.0,2003.0,1535.0,1810.51,2385.59,1055.0,14.0,1030.0,738.0,882.01,1845.61,1932.0,4.0
veh11752,3899.0,298.0,177.0,229.32,931.03,123.0,2.0,329.0,213.0,260.07,931.03,0.0,1.0
veh11753,3899.0,635.0,476.0,563.95,961.1,1.0,1.0,285.0,189.0,214.61,961.1,0.0,1.0
veh11754,3900.0,645.0,476.0,594.52,660.18,72.0,2.0,517.0,377.0,466.4,660.18,662.0,1.0
veh11755,3900.0,791.0,632.0,720.59,943.54,0.0,3.0,328.0,220.0,257.76,943.54,0.0,1.0
veh11756,3900.0,485.0,282.0,395.56,1186.02,124.0,2.0,235.0,122.0,146.35,1186.02,3.0,1.0
veh11757,3901.0,105.0,57.0,73.15,440.22,18.0,1.0,89.0,43.0,56.61,440.22,15.0,1.0
veh11759,3901.0,1165.0,669.0,858.61,4200.91,21.0,16.0,1083.0,724.0,894.32,2593.02,478.0,6.0
veh1176,390.0,149.0,76.0,92.21,684.28,1.0,1.0,153.0,79.0,96.61,684.28,0.0,1.0
veh11760,3902.0,649.0,349.0,502.04,2007.61,237.0,8.0,244.0,81.0,134.11,1481.03,0.0,1.0
veh11761,3902.0,617.0,416.0,505.98,1537.08,134.0,5.0,480.0,281.0,368.6,1537.08,0.0,1.0
veh11763,3903.0,680.0,472.0,604.16,967.48,8.0,1.0,146.0,49.0,70.07,967.48,9.0,1.0
veh11765,3903.0,490.0,301.0,401.87,1190.02,4.0,2.0,265.0,143.0,173.39,1240.97,3.0,1.0
veh11766,3904.0,96.0,27.0,44.99,692.92,111.0,1.0,120.0,58.0,69.66,692.92,0.0,1.0
veh11767,3904.0,734.0,448.0,585.21,2015.61,0.0,7.0,368.0,197.0,257.3,1524.28,0.0,1.0
veh11768,3904.0,255.0,134.0,185.34,961.91,122.0,3.0,474.0,297.0,365.82,1489.61,7.0,2.0
veh11769,3905.0,739.0,500.0,641.88,1258.25,7.0,3.0,187.0,61.0,89.82,1258.25,8.0,1.0
veh1177,390.0,314.0,167.0,214.32,1221.78,0.0,1.0,783.0,583.0,682.91,1221.78,0.0,3.0
veh11771,3905.0,2615.0,2247.0,2503.59,1521.87,457.0,24.0,2464.0,2051.0,2312.08,2102.36,226.0,27.0
veh11772,3906.0,257.0,147.0,188.09,933.67,1.0,1.0,210.0,109.0,138.6,976.54,0.0,1.0
veh11773,3906.0,175.0,75.0,103.3,974.79,0.0,1.0,170.0,75.0,98.44,974.79,0.0,1.0
veh11774,3906.0,384.0,139.0,211.92,2359.76,14.0,2.0,498.0,292.0,366.7,1795.4,13.0,2.0
veh11775,3907.0,593.0,323.0,404.05,2580.02,0.0,3.0,450.0,204.0,299.85,2042.53,7.0,3.0
veh11776,3907.0,499.0,307.0,430.61,911.45,237.0,5.0,208.0,115.0,139.05,911.45,0.0,1.0
veh11777,3907.0,2839.0,2367.0,2596.56,2858.24,457.0,29.0,1882.0,1391.0,1635.77,2884.23,643.0,26.0
veh11778,3908.0,658.0,340.0,469.54,2591.01,0.0,7.0,379.0,221.0,269.88,1486.76,0.0,1.0
veh11779,3908.0,1022.0,849.0,924.55,1221.08,117.0,2.0,1413.0,1168.0,1273.17,1758.22,0.0,3.0
veh1178,390.0,200.0,112.0,128.63,964.28,0.0,1.0,216.0,120.0,145.2,964.28,0.0,1.0
veh11780,3908.0,457.0,306.0,369.8,1180.51,12.0,3.0,296.0,131.0,208.14,1193.16,0.0,2.0
veh11781,3909.0,201.0,105.0,150.63,695.9,116.0,1.0,248.0,113.0,158.44,1230.85,8.0,1.0
veh11782,3909.0,540.0,305.0,406.78,1805.15,22.0,2.0,452.0,287.0,359.79,1239.34,1.0,1.0
veh11785,3910.0,316.0,191.0,232.86,952.77,117.0,1.0,433.0,305.0,349.43,952.77,2.0,1.0
veh11786,3910.0,275.0,123.0,164.26,1213.64,0.0,1.0,325.0,171.0,214.31,1213.64,0.0,1.0
veh11787,3911.0,393.0,161.0,275.95,1516.4,307.0,2.0,179.0,40.0,61.52,1516.4,0.0,1.0
veh11788,3911.0,242.0,109.0,162.3,954.59,117.0,1.0,309.0,191.0,230.08,931.03,13.0,1.0
veh11789,3911.0,447.0,261.0,331.38,1537.01,14.0,3.0,272.0,118.0,156.23,1537.01,5.0,2.0
veh1179,391.0,255.0,120.0,148.61,1233.55,7.0,1.0,331.0,206.0,224.54,1233.55,17.0,1.0
veh11790,3912.0,724.0,398.0,494.0,2883.04,11.0,7.0,293.0,104.0,150.06,1797.33,10.0,1.0
veh11791,3912.0,257.0,170.0,207.0,677.9,114.0,1.0,286.0,199.0,235.9,677.9,0.0,1.0
veh11792,3912.0,815.0,491.0,617.08,2615.02,0.0,3.0,452.0,289.0,337.14,1513.67,0.0,2.0
veh11793,3913.0,150.0,32.0,54.26,1236.45,3.0,1.0,239.0,101.0,143.58,1236.45,1.0,1.0
veh11795,3913.0,327.0,174.0,207.03,1552.0,0.0,1.0,255.0,153.0,178.54,966.66,3.0,1.0
veh11796,3914.0,809.0,600.0,700.62,1245.47,0.0,8.0,328.0,183.0,222.46,1184.34,0.0,3.0
veh11798,3914.0,518.0,368.0,448.6,935.48,17.0,1.0,207.0,113.0,137.62,935.48,5.0,1.0
veh11799,3915.0,435.0,248.0,344.21,1242.73,0.0,1.0,235.0,92.0,145.02,1221.98,0.0,1.0
